Brokertitle,Type,Price,Beds,Bath,Propertysqft,City,Address,Borough,Latitude,Longitude,Zip_code
Douglas Elliman,Condo,368000,3,1,2184,Bayside,"2 Bay Club Dr Apt 21HBayside, NY 11360",QUEENS,40.7781488,-73.782075,11360
"Homes R Us Realty of NY, Inc.",House,758800,3,2,1633,Staten Island,"74 Appleby AveStaten Island, NY 10305",MANHATTAN,40.5910792,-74.0801059,10305
Serhant,Condo,1795000,2,2,1245,Brooklyn,"180 Front St Apt 7FBrooklyn, NY 11201",BROOKLYN,40.7022611,-73.9854097,11201
Corcoran East Side,Condo,21500000,5,2,4179,New York,"1295 Madison AveNew York, NY 10128",MANHATTAN,40.7847977,-73.9556597,10128
RE/MAX Team,Multi-family home,1595000,5,3,2184,Woodside,"41-33 68 StWoodside, NY 11377",MANHATTAN,40.7435797,-73.8964717,11377
Dolly Lenz Real Estate LLC,Townhouse,6500000,7,5,2184,New York,"156 E 71st StNew York, NY 10021",MANHATTAN,40.7693076,-73.9621998,10021
CENTURY 21 Milestone Realty,Multi-family home,1089000,4,3,2184,Hollis,"196-11 100 AveHollis, NY 11423",MANHATTAN,40.7099505,-73.7626558,11423
Keller Williams Rty Gold Coast,Condo,735000,1,1,2184,Long Island City,"42-37 27th St Unit 5BLong Island City, NY 11101",QUEENS,40.7491662,-73.9406038,11101
PEERLESS PROPERTIES CORP.,Pending,559900,2,1,1217,Howard Beach,"158-11 96th StHoward Beach, NY 11414",MANHATTAN,40.6609023,-73.8371049,11414
COMPASS,Co-op,350000,1,1,2184,Manhattan,"340 Haven Ave Apt 6AManhattan, NY 10033",MANHATTAN,40.8510315,-73.9416561,10033
B Square Realty,Condo,780000,3,3,1236,Flushing,"32-05 Linden Pl Unit A3Flushing, NY 11354",MANHATTAN,40.767546,-73.8314686,11354
Goldstone N Y Realty Llc,Co-op,173000,3,1,500,Forest Hills,"76-26 113 St Unit 1BForest Hills, NY 11375",QUEENS,40.7172419,-73.8336819,11375
Weichert Realtors Evolution Group,House,995000,4,2,2200,Staten Island,"43 Sunnyside TerStaten Island, NY 10301",MANHATTAN,40.6146934,-74.0996097,10301
Akcess24homes Inc,Multi-family home,775000,4,2,2184,Springfield Gardens,"147-37 230th StSpringfield Gardens, NY 11413",MANHATTAN,40.656902,-73.7523889,11413
The Bouklis Group,Condo,1649000,1,1,800,New York,"635 W 42nd St Apt 30ANew York, NY 10036",MANHATTAN,40.7617008,-73.9996228,10036
E Realty International Corp,Multi-family home,1290000,5,3,2184,Woodside,"44-12 65th StWoodside, NY 11377",MANHATTAN,40.7404458,-73.9008992,11377
Howard Hanna | Rand Realty,House,575000,3,1,1390,Bronx,"920 Harding ParkBronx, NY 10473",MANHATTAN,40.8069155,-73.8562067,10473
Cross Country Realty,House,1499000,7,6,2184,College Point,"120-47 Sunrise CtCollege Point, NY 11356",MANHATTAN,40.7952284,-73.8483228,11356
"Fillmore Real Estate Fusion Team, INC.",Co-op,800000,2,1,1200,Brooklyn,"100 Avenue P Apt 1HBrooklyn, NY 11204",BROOKLYN,40.6072346,-73.9847935,11204
Keller Williams NYC,Co-op,750000,1,1,2184,New York,"120 E 36th St Ph BNew York, NY 10016",MANHATTAN,40.7477728,-73.9794793,10016
Douglas Elliman,Condo,1750000,2,2,1320,Brooklyn,"199 Conover St Unit 2BBrooklyn, NY 11231",BROOKLYN,40.6774843,-74.0147997,11231
COMPASS,Condo,2750000,2,2,1488,Manhattan,"30 Orchard St Ph BManhattan, NY 10002",MANHATTAN,40.7155919,-73.9912903,10002
COMPASS,Condo,698000,1,1,2184,Manhattan,"70 W 139th St Apt 8IManhattan, NY 10037",MANHATTAN,40.8162042,-73.9383242,10037
Douglas Elliman,Co-op,425000,1,1,2184,New York,"333 E 66th St Apt 9RNew York, NY 10065",MANHATTAN,40.7643711,-73.9593578,10065
BHHS New York Properties,Condo,26000000,5,6,4859,New York,"24 Leonard St Apt 2New York, NY 10013",MANHATTAN,40.718295,-74.007645,10013
NoBroker,Condo,3999999,2,2,1997,New York,"527 W 27th St Unit 5SNew York, NY 10001",MANHATTAN,40.7509451,-74.0035855,10001
Bond New York,Condo,2295000,3,3,1615,New York,"166 E 63rd St Apt 10CNew York, NY 10065",MANHATTAN,40.7641145,-73.9651826,10065
RE MAX Elite,Multi-family home,689900,3,4,2448,Staten Island,"179 Ada DrStaten Island, NY 10314",MANHATTAN,40.6210192,-74.1602713,10314
Native Real Estate,House,3850000,4,4,4374,Brooklyn,"105 Franklin StBrooklyn, NY 11222",MANHATTAN,40.7295332,-73.957726,11222
Exp Realty,Co-op,243000,2,1,965,Bronx,"8 Fordham Hill Oval Apt 12CBronx, NY 10468",BRONX,40.8643305,-73.9075188,10468
LoHo Realty Inc,Co-op,1995000,4,2,2184,New York City,"453 Fdr Dr Unit C803-804New York City, NY 10002",MANHATTAN,40.7129113,-73.9781415,10002
KELLER WILLIAMS REALTY LANDMARK II,Co-op,250000,3,1,2184,Woodside,"5128 30th Ave Apt 5HWoodside, NY 11377",QUEENS,40.7593913,-73.9054195,11377
Home Source Realty Inc,House,845000,4,2,2184,Hollis,"202-08 100th AveHollis, NY 11423",MANHATTAN,40.7108416,-73.7572751,11423
Housebiz Realty Inc.,Multi-family home,915000,8,3,1896,Bronx,"2120 Newbold AveBronx, NY 10462",MANHATTAN,40.8329348,-73.8535075,10462
All American Realty Management,Condo,599888,1,1,826,Queens,"2962847 33 48th St Unit 4GQueens, NY 11104",MANHATTAN,40.7436341,-73.916415,11104
E Realty International Corp,Co-op,325000,2,1,2184,Corona,"99-30 59 Ave Unit L1Corona, NY 11368",QUEENS,40.7373584,-73.8574251,11368
Bold Realty Corp,Townhouse,999000,4,2,2184,Brooklyn,"30 Cedar StBrooklyn, NY 11221",MANHATTAN,40.6964448,-73.9283241,11221
E Realty International Corp,Condo,688000,3,2,982,Brooklyn,"844 50th St Apt 5ABrooklyn, NY 11220",BROOKLYN,40.6403284,-74.0028134,11220
COMPASS,House,950000,3,2,1308,Bronx,"133 W 195th StBronx, NY 10468",MANHATTAN,40.8704967,-73.9011805,10468
Coldwell Banker American Homes,Co-op,249000,1,1,750,Rego Park,"99-60 63rd Rd Unit 9PRego Park, NY 11374",QUEENS,40.7326518,-73.8546547,11374
Spire Group Inc.,Co-op,465000,1,1,2184,New York,"444 E 52nd St Apt 6ENew York, NY 10022",MANHATTAN,40.754143,-73.963502,10022
RE MAX Real Estate Professionals,Multi-family home,2499000,7,8,3700,Brooklyn,"444 78th StBrooklyn, NY 11209",MANHATTAN,40.6278319,-74.024872,11209
E Realty International Corp,Condo,409000,1,1,559,Flushing,"132-18 Avery Ave Unit 3DFlushing, NY 11355",QUEENS,40.7523131,-73.8324302,11355
United Real Estate Fortune,Condo,630000,2,2,750,Flushing,"142-25 37th Ave Unit 6BFlushing, NY 11354",QUEENS,40.7627502,-73.8267096,11354
RE MAX Real Estate Professionals,Multi-family home,2499000,7,8,3700,Brooklyn,"444 78th StBrooklyn, NY 11209",MANHATTAN,40.6278319,-74.024872,11209
Bedford Brownstone Realty LLC,Condo,874000,2,2,915,Brooklyn,"139 Grove St Apt 4FBrooklyn, NY 11221",BROOKLYN,40.694352,-73.919978,11221
Brown Harris Stevens,Condo,4995000,4,4,2184,Manhattan,"30 E 76th St Unit PhManhattan, NY 10021",MANHATTAN,40.774136,-73.96342,10021
Douglas Elliman,Co-op,875000,2,2,2184,New York,"114 E 90th St Unit 1DNew York, NY 10128",MANHATTAN,40.7821142,-73.9544199,10128
Brown Harris Stevens,Co-op,975000,2,2,2184,Manhattan,"255 W End Ave Apt 7BManhattan, NY 10023",MANHATTAN,40.7795544,-73.9848893,10023
Douglas Elliman,Multi-family home,5975000,12,4,2184,Brooklyn,"24 Fiske PlBrooklyn, NY 11215",MANHATTAN,40.6719889,-73.9755419,11215
Douglas Elliman,Co-op,475000,3,1,2184,New York,"626 W 136th St Apt 4New York, NY 10031",MANHATTAN,40.8211783,-73.956073,10031
"Nest Seekers International, Midtown",Co-op,975000,1,1,2184,New York,"677 W End Ave Apt 13CNew York, NY 10025",MANHATTAN,40.7933309,-73.9749909,10025
Ny Superior Realty,House,1548000,9,4,2184,Corona,"104-14 37th AveCorona, NY 11368",MANHATTAN,40.7534193,-73.8628811,11368
Big Team Realty,Co-op,175000,1,1,627,Jamaica,"164-20 Highland Ave Unit 9DJamaica, NY 11432",QUEENS,40.7101573,-73.7988498,11432
Douglas Elliman,Condo,3000000,1,2,1600,Brooklyn,"90 Furman St Unit N810Brooklyn, NY 11201",BROOKLYN,40.7015519,-73.995867,11201
Brown Harris Stevens,Condo,2400000,1,2,1427,Manhattan,"15 W 53rd St Unit 14GManhattan, NY 10019",MANHATTAN,40.7613258,-73.9774014,10019
COMPASS,Townhouse,14995000,5,2,6000,Manhattan,"184 E 75th StManhattan, NY 10021",MANHATTAN,40.7719074,-73.9601359,10021
B Square Realty,House,988000,4,4,2184,Bayside,"26-50 211th StBayside, NY 11360",MANHATTAN,40.7736469,-73.777944,11360
EXP Realty,Co-op,299999,1,1,850,Forest Hills,"69-09 108th St Unit 312Forest Hills, NY 11375",QUEENS,40.7249599,-73.84549,11375
BESMATCH REAL ESTATE,Co-op,120000,2,1,1100,Bronx,"757 E 169th St Apt 2ABronx, NY 10456",BRONX,40.8310613,-73.8998364,10456
COMPASS,Condo,1995000,3,2,1376,Manhattan,"128 W 26th St Fl 3Manhattan, NY 10001",MANHATTAN,40.7451522,-73.9927778,10001
Brown Harris Stevens,Townhouse,1300000,3,2,2184,Manhattan,"449 Convent Ave Unit TownhouseManhattan, NY 10031",MANHATTAN,40.8274367,-73.9438954,10031
Douglas Elliman,Condo,1400000,3,2,1625,Queens,"133 Beach 116th St # FQueens, NY 11694",MANHATTAN,40.5783596,-73.8365039,11694
Corcoran Park Slope,Condo,1080000,1,2,941,Brooklyn,"659 Putnam Ave # 1Brooklyn, NY 11221",BROOKLYN,40.685976,-73.9349974,11221
ATLANTIC PROPERTIES REALTY INC,House,1175000,3,2,2184,Brooklyn,"3026 Brighton 7th StBrooklyn, NY 11235",MANHATTAN,40.5791234,-73.9613152,11235
Sotheby's International Realty,Co-op,670000,1,1,2184,New York,"400 E 59th St Apt 16BNew York, NY 10022",MANHATTAN,40.7593483,-73.9617192,10022
Realty Trends Corp,House,1499000,5,4,3200,Arverne,"64-16 Beach Front RdArverne, NY 11692",MANHATTAN,40.5883964,-73.7934995,11692
Katz Realty,House,1200000,4,2,2173,Staten Island,"16 Monroe PlStaten Island, NY 10314",MANHATTAN,40.5995725,-74.1264046,10314
Coldwell Banker Reliable Real Estate,Multi-family home,3299000,5,3,2184,Brooklyn,"180 Clermont AveBrooklyn, NY 11205",MANHATTAN,40.6923306,-73.9709219,11205
R New York,Multi-family home,2500000,7,4,2660,New York,"439 E 116th StNew York, NY 10029",MANHATTAN,40.7956068,-73.9338581,10029
RE MAX Edge,House,799000,3,2,2184,Brooklyn,"935 E 32nd StBrooklyn, NY 11210",MANHATTAN,40.6284586,-73.9450168,11210
Chase Real Properties Llc,House,715000,4,2,1866,Bronx,"405 Turneur AveBronx, NY 10473",MANHATTAN,40.8151628,-73.8462531,10473
Corcoran Westside Columbus,Condo,925000,2,2,1033,New York,"77 E 110th St Apt 6ANew York, NY 10029",MANHATTAN,40.7958546,-73.9464985,10029
Exp Realty,Multi-family home,750000,5,3,3327,Bronx,"4251 Carpenter AveBronx, NY 10466",MANHATTAN,40.8959505,-73.859572,10466
Anita Loewy,Condo,2795000,2,2,1372,New York,"20 W 64th St Unit 18KNew York, NY 10023",MANHATTAN,40.7716812,-73.9815796,10023
COMPASS REALTY CENTRAL INC,Multi-family home,1560000,5,2,2184,Brooklyn,"1919 67th StBrooklyn, NY 11204",MANHATTAN,40.6165009,-73.9885469,11204
COMPASS,Co-op,4650000,3,3,2184,Manhattan,"340 E 72nd St Unit PhManhattan, NY 10021",MANHATTAN,40.7680852,-73.9572619,10021
CENTURY 21 Metro,Multi-family home,1100000,8,3,3312,Bronx,"2138 Gleason AveBronx, NY 10462",MANHATTAN,40.8315252,-73.8525427,10462
Douglas Elliman,Pending,780000,3,2,1900,Little Neck,"250-38 39th RdLittle Neck, NY 11363",MANHATTAN,40.7742555,-73.7407295,11363
Douglas Elliman,Co-op,1199000,2,2,1000,New York,"52 E 78th St Unit 3CNew York, NY 10075",MANHATTAN,40.775154,-73.962097,10075
Serhant,Condo,2850000,3,2,1912,Brooklyn,"60 Broadway Apt 8JBrooklyn, NY 11249",BROOKLYN,40.7102929,-73.9660133,11249
Axe Realty NYC LLC,Multi-family home,680000,3,2,2375,Bronx,"3950 Hill AveBronx, NY 10466",MANHATTAN,40.8902197,-73.8385449,10466
Corcoran West Side,Co-op,530000,1,1,2184,New York,"16 Park Ave # 8CNew York, NY 10016",MANHATTAN,40.7478025,-73.9811899,10016
Douglas Elliman,Pending,595000,1,1,2184,New York,"210 Sixth Ave Unit 1GNew York, NY 10014",MANHATTAN,40.7271763,-74.0030659,10014
COMPASS,Co-op,475000,2,1,2184,Astoria,"33-55 14th St Unit 4AAstoria, NY 11106",QUEENS,40.7640468,-73.934811,11106
EXIT ALL SEASONS REALTY,Multi-family home,2700000,16,8,8000,Brooklyn,"59 Newell StBrooklyn, NY 11222",MANHATTAN,40.7244706,-73.9473969,11222
Exp Realty,Multi-family home,900000,8,5,2028,Bronx,"99 W 163rd StBronx, NY 10452",MANHATTAN,40.8322942,-73.9291697,10452
Hometown Properties,House,1049000,3,1,1683,Brooklyn,"467 82nd StBrooklyn, NY 11209",MANHATTAN,40.6249039,-74.0253417,11209
Aida Home Realty,Multi-family home,995000,7,5,2184,Howard Beach,"153-41 Sapphire StHoward Beach, NY 11414",MANHATTAN,40.6642913,-73.8554975,11414
Hometown Properties,Co-op,245000,1,1,550,Brooklyn,"7200 Ridge Blvd Unit 409Brooklyn, NY 11209",BROOKLYN,40.6339001,-74.0299973,11209
"MAXIMILLION REALTY, INC.",Condo,695000,2,2,1080,Brooklyn,"601 Surf Ave Apt 8CBrooklyn, NY 11224",BROOKLYN,40.5754825,-73.9747644,11224
VYLLA Homes,Contingent,436000,2,1,912,Staten Island,"43 Purdy PlStaten Island, NY 10309",MANHATTAN,40.5132319,-74.1952211,10309
Winzone Realty Inc,Condo,555000,2,1,2184,East Elmhurst,"7613 Ditmars Blvd Unit A2East Elmhurst, NY 11370",MANHATTAN,40.7689132,-73.8929233,11370
Carollo Real Estate Inc,Multi-family home,1250000,11,6,2184,College Point,"10-41 115th StCollege Point, NY 11356",MANHATTAN,40.787484,-73.8520832,11356
COMPASS,Co-op,4950000,2,2,2184,Manhattan,"1 W 67th St Unit 616Manhattan, NY 10023",MANHATTAN,40.7731562,-73.9781993,10023
Momentum Real Estate Llc,Multi-family home,928000,3,4,1640,Brooklyn,"223 43rd StBrooklyn, NY 11232",MANHATTAN,40.6527672,-74.0120752,11232
Realty Connect USA LLC,House,725000,3,2,2184,Jamaica,"117-75 141st StJamaica, NY 11436",MANHATTAN,40.6763934,-73.7998105,11436
EXP Realty,Pending,938000,2,2,1700,Rego Park,"66-43 Alderton StRego Park, NY 11374",MANHATTAN,40.7183478,-73.858704,11374
RE MAX Edge,Co-op,199000,1,1,550,Brooklyn,"2607 Avenue O Apt 4ABrooklyn, NY 11210",BROOKLYN,40.614409,-73.9479665,11210
Lavilla Homes Inc,Multi-family home,854000,6,2,2184,Bronx,"2671 Bainbridge AveBronx, NY 10458",MANHATTAN,40.8655935,-73.8916669,10458
Excell Choice Realty,House,1439000,4,2,2184,Bedford Stuyvesant,"229 Monroe StBedford Stuyvesant, NY 11216",MANHATTAN,40.6857744,-73.9493686,11216
eXp Realty NYC,Contingent,389000,1,1,2184,New York,"152 E 83rd St Apt 5DNew York, NY 10028",MANHATTAN,40.777093,-73.956552,10028
Douglas Elliman,Co-op,475000,2,1,975,Brooklyn,"2260 Benson Ave Apt 1LBrooklyn, NY 11214",MANHATTAN,40.5989402,-73.9939759,11214
COMPASS,Condo,815000,2,2,1000,Brooklyn,"2652 E 18th St Unit 2ABrooklyn, NY 11235",BROOKLYN,40.5869733,-73.9514755,11235
Bhuiyan Properties LLC,Condo,474000,2,1,750,Brooklyn,"848 43rd St Apt 22Brooklyn, NY 11232",BROOKLYN,40.6442712,-73.9986359,11232
COMPASS,Condo,2350000,2,2,1572,Manhattan,"300 W 18th St Unit 2Manhattan, NY 10011",MANHATTAN,40.7422513,-74.0010561,10011
Corcoran Westside Columbus,Co-op,1325000,2,2,1250,New York,"260 W End Ave Apt 7ANew York, NY 10023",MANHATTAN,40.779515,-73.9844714,10023
Coldwell Banker Reliable,House,6600000,8,5,5110,New York,"160 E 105th StNew York, NY 10029",MANHATTAN,40.7911493,-73.9463028,10029
MNS,Co-op,590000,2,1,800,Brooklyn,"800 E 17th St Apt 4ABrooklyn, NY 11230",BROOKLYN,40.6311681,-73.9610093,11230
"MAXIMILLION REALTY, INC.",Condo,695000,2,2,1080,Brooklyn,"601 Surf Ave Apt 8CBrooklyn, NY 11224",BROOKLYN,40.5754825,-73.9747644,11224
COMPASS,Condo,610000,1,1,673,Manhattan,"21 S End Ave Apt 435Manhattan, NY 10280",MANHATTAN,40.7082816,-74.0180413,10280
Douglas Elliman,Pending,1238000,3,2,1550,Flushing,"44-11 192nd StFlushing, NY 11358",MANHATTAN,40.7561033,-73.7889919,11358
Keller Williams Rlty Landmark,Multi-family home,789000,4,2,2184,Brooklyn,"941 E 46th StBrooklyn, NY 11203",MANHATTAN,40.6382091,-73.9325492,11203
RE/MAX Elite,Contingent,699888,3,2,1870,Staten Island,"94 Lorraine AveStaten Island, NY 10312",MANHATTAN,40.541476,-74.174618,10312
Lavilla Homes Inc,Multi-family home,854000,6,2,2184,Bronx,"2671 Bainbridge AveBronx, NY 10458",MANHATTAN,40.8655935,-73.8916669,10458
"Nest Seekers International, Midtown",Condo,1299000,1,2,1066,New York,"117 E 57th St Units 34 & 35CNew York, NY 10022",MANHATTAN,40.7617181,-73.969764,10022
Ozana Realty Group,House,632000,4,2,1496,Staten Island,"40 Princeton LnStaten Island, NY 10312",MANHATTAN,40.5533858,-74.1974018,10312
Olam Realty Group,Co-op,499000,2,1,2184,Forest Hills,"67-66 108th St Unit B47Forest Hills, NY 11375",MANHATTAN,40.7272034,-73.8471901,11375
Ozana Realty Group,House,632000,4,2,1496,Staten Island,"40 Princeton LnStaten Island, NY 10312",MANHATTAN,40.5533858,-74.1974018,10312
NoBroker,Pending,895000,2,1,2184,Manhattan,"365 W 20th St Apt 9CManhattan, NY 10011",MANHATTAN,40.7443407,-74.0016248,10011
Brown Harris Stevens,Condo,800000,2,1,850,Brooklyn,"1240 Bedford Ave Apt 1FBrooklyn, NY 11216",BROOKLYN,40.6813996,-73.9537521,11216
COMPASS,Condo,725000,1,1,696,Brooklyn,"190 Lefferts Pl Apt 5Brooklyn, NY 11238",BROOKLYN,40.6802147,-73.9567445,11238
COMPASS,Co-op,349500,1,1,900,Queens,"111-39 76th Rd Unit F7Queens, NY 11375",QUEENS,40.7157399,-73.83672,11375
Corcoran Westside Columbus,Co-op,625000,2,1,2184,New York,"2790 Broadway Apt 5ANew York, NY 10025",MANHATTAN,40.8025988,-73.9673459,10025
Richmont Realty,Multi-family home,1090000,5,3,2184,Ridgewood,"22-08 Greene AveRidgewood, NY 11385",MANHATTAN,40.7110433,-73.9060792,11385
Winzone Realty Inc,Multi-family home,1348000,6,3,2184,Corona,"112-18 38 AveCorona, NY 11368",MANHATTAN,40.7535493,-73.8547131,11368
Sotheby's International Realty,Co-op,2975000,3,2,2184,New York,"829 Park Ave Apt 11BNew York, NY 10021",MANHATTAN,40.7733572,-73.961686,10021
Winzone Realty Inc,Co-op,280000,1,1,2184,Flushing,"42-42 Colden St Unit 622Flushing, NY 11355",QUEENS,40.7533266,-73.8265256,11355
Douglas Elliman,Co-op,259000,1,1,2184,Elmhurst,"89-20 55 Ave Unit 1LElmhurst, NY 11373",QUEENS,40.7365072,-73.8733466,11373
Douglas Elliman,Condo,550000,3,1,446,New York,"205 E 68th St Apt 3DNew York, NY 10065",MANHATTAN,40.7670912,-73.9616292,10065
Douglas Elliman,Condo,12495000,4,3,2184,New York,"7 Bond StNew York, NY 10012",MANHATTAN,40.7265745,-73.9945558,10012
Corcoran Park Slope,Multi-family home,4800000,5,6,2184,Brooklyn,"206 Vanderbilt AveBrooklyn, NY 11205",MANHATTAN,40.6912637,-73.9696573,11205
Platinum Star Realty of Grt NY,Co-op,398000,3,1,1000,Flushing,"141-10 25th Rd Unit 4BFlushing, NY 11354",QUEENS,40.7756728,-73.827111,11354
Brown Harris Stevens,Co-op,385000,1,1,2184,Brooklyn,"8701 Shore Rd Apt 432Brooklyn, NY 11209",BROOKLYN,40.6249201,-74.0404698,11209
RE/MAX 2000,Multi-family home,1325000,9,3,2184,Brooklyn,"37 Sheridan AveBrooklyn, NY 11208",MANHATTAN,40.6817405,-73.8676128,11208
Ditommaso Real Estate,House,968000,3,2,2845,Staten Island,"107 McVeigh AveStaten Island, NY 10314",MANHATTAN,40.588988,-74.1530581,10314
E Realty International Corp,Co-op,350000,1,1,2184,Rego Park,"61-15 97 St Unit 12DRego Park, NY 11374",QUEENS,40.7337965,-73.8620837,11374
COMPASS,Pending,2750000,3,4,2900,Manhattan,"171 W 57th St Apt 11BManhattan, NY 10019",MANHATTAN,40.7656355,-73.9795713,10019
Winzone Realty Inc,Condo,498000,1,1,785,Rego Park,"64-48 Booth St Unit 1ERego Park, NY 11374",QUEENS,40.7275115,-73.86069,11374
COMPASS,Townhouse,1675000,5,2,2100,Brooklyn,"841 Willoughby AveBrooklyn, NY 11221",MANHATTAN,40.6957069,-73.9344472,11221
CARINI GROUP,Co-op,525000,3,1,2184,New York,"111 Fourth Ave Unit 12ANew York, NY 10003",MANHATTAN,40.7324146,-73.9898491,10003
RE MAX Edge,Co-op,280000,1,1,850,Brooklyn,"2940 Ocean Ave Apt A7Brooklyn, NY 11235",BROOKLYN,40.5895139,-73.9497416,11235
Akcess24homes Inc,House,849000,4,2,2184,South Ozone Park,"120-09 Linden BlvdSouth Ozone Park, NY 11420",MANHATTAN,40.6793288,-73.8192101,11420
"Michael A. Kaufman, Licensed Real Estate Broker",Condo,1250000,1,1,855,New York,"389 E 89th St Apt 15ANew York, NY 10128",MANHATTAN,40.7791164,-73.9482901,10128
KELLER WILLIAMS REALTY LANDMARK II,Condo,359999,3,2,2184,Bronx,"753B Saint Anns Ave Unit 52BBronx, NY 10456",BRONX,40.8203804,-73.9109368,10456
KELLER WILLIAMS REALTY LANDMARK II,Co-op,229000,1,1,2184,Astoria,"21-16 35th St Unit 1BAstoria, NY 11105",QUEENS,40.7763731,-73.9073075,11105
EZ Premier Realty LLC.,Land,1002500,3,2,2184,Bronx,"667 W 246th StBronx, NY 10471",MANHATTAN,40.892224,-73.9127628,10471
COMPASS,Co-op,3995000,3,2,2184,Manhattan,"22 E 18th St Apt 4EManhattan, NY 10003",MANHATTAN,40.7379419,-73.9907264,10003
Get Listed Get Sold NYC,Multi-family home,1499000,6,4,3450,Staten Island,"91 Alter AveStaten Island, NY 10304",MANHATTAN,40.5922552,-74.0972237,10304
R New York,Condo,2649000,3,3,1699,New York,"330 E 38th St Apt 41NNew York, NY 10016",MANHATTAN,40.7463283,-73.972718,10016
Community Home Sales Inc,Condo,385000,2,1,919,Brooklyn,"12205 Flatlands Ave Apt 3HBrooklyn, NY 11207",BROOKLYN,40.6543591,-73.8837899,11207
COMPASS,Co-op,695000,1,1,2184,Manhattan,"205 W 54th St Apt 5DManhattan, NY 10019",MANHATTAN,40.7640805,-73.9818551,10019
"Erealty Advisors, Inc",Multi-family home,1799000,7,2,4140,Bronx,"1746 Anthony AveBronx, NY 10457",MANHATTAN,40.8451935,-73.9036716,10457
"Nest Seekers International, Midtown",Condo,585000,3,2,2184,Queens,"45-30 Pearson StQueens, NY 11101",MANHATTAN,40.7453084,-73.9445819,11101
Ldm Real Estate Llc,Pending,1688000,4,3,2880,Whitestone,"1307 157th StWhitestone, NY 11357",MANHATTAN,40.7897224,-73.8045254,11357
KELLER WILLIAMS REALTY LANDMARK II,Condo,359999,3,2,2184,Bronx,"753B Saint Anns Ave Unit 52BBronx, NY 10456",BRONX,40.8203804,-73.9109368,10456
Gibbs Yvonne,Co-op,179000,1,1,600,Brooklyn,"2913 Foster Ave Apt 2FBrooklyn, NY 11210",BROOKLYN,40.6387293,-73.9490472,11210
KELLER WILLIAMS REALTY LANDMARK II,Co-op,229000,1,1,2184,Astoria,"21-16 35th St Unit 1BAstoria, NY 11105",QUEENS,40.7763731,-73.9073075,11105
COMPASS,Condo,2100000,3,3,1638,Manhattan,"235 E 55th St Unit 43ABManhattan, NY 10022",MANHATTAN,40.7585686,-73.9669708,10022
Motivated Access Realty Corp.,Townhouse,615000,3,2,1664,Bronx,"3217 Radcliff AveBronx, NY 10469",MANHATTAN,40.872068,-73.8605942,10469
Dreamlife Realty New York Llc,Co-op,323000,1,1,800,Brooklyn,"2400 E 3rd St Apt 228Brooklyn, NY 11223",BROOKLYN,40.5911414,-73.9676771,11223
Douglas Elliman,Condo,880000,1,1,713,Queens,"44-15 Purves St Unit 14BQueens, NY 11101",MANHATTAN,40.747145,-73.9408974,11101
